CustomerID,Gender,Age,Tenure_Months,ContractType,MonthlyCharges,InternetService,TechSupport,OnlineSecurity,PaymentMethod,Complaints,TotalCharges,Churn
CUST0301,Male,46,48,Month-to-Month,24,DSL,No,No,Cash,No,1136,Yes
CUST0302,Male,39,52,One-Year,116,FiberOptic,Yes,No,Cash,Yes,6003,No
CUST0303,Male,21,70,One-Year,68,No,Yes,No,EWallet,No,4826,Yes
CUST0304,Female,37,55,Month-to-Month,117,DSL,No,No,EWallet,No,6456,Yes
CUST0305,Female,49,33,Two-Year,49,FiberOptic,No,No,Cash,No,1653,No
CUST0306,Male,53,62,Month-to-Month,91,DSL,No,No,CreditCard,No,5636,No
CUST0307,Female,67,23,Month-to-Month,82,FiberOptic,No,Yes,EWallet,No,1810,No
CUST0308,Female,21,15,Month-to-Month,66,DSL,Yes,Yes,BankTransfer,No,906,No
CUST0309,Female,44,27,Month-to-Month,45,DSL,No,No,EWallet,No,1284,Yes
CUST0310,Female,34,64,One-Year,76,DSL,No,No,BankTransfer,No,4792,Yes
CUST0311,Female,29,51,Month-to-Month,56,DSL,Yes,Yes,EWallet,No,2943,Yes
CUST0312,Male,39,53,Month-to-Month,117,No,No,Yes,EWallet,No,6167,No
CUST0313,Female,34,51,Month-to-Month,26,DSL,Yes,No,Cash,No,1310,No
CUST0314,Male,27,47,Month-to-Month,59,DSL,No,Yes,Cash,No,2729,Yes
CUST0315,Male,18,4,Month-to-Month,111,FiberOptic,No,No,Cash,No,415,Yes
CUST0316,Female,39,7,One-Year,58,DSL,No,No,CreditCard,No,319,No
CUST0317,Male,43,35,Two-Year,81,FiberOptic,No,Yes,Cash,No,2773,No
CUST0318,Male,35,48,Two-Year,111,No,No,No,Cash,No,5371,No
CUST0319,Male,67,45,Month-to-Month,97,FiberOptic,Yes,Yes,EWallet,No,4282,No
CUST0320,Female,31,19,Month-to-Month,72,FiberOptic,No,No,EWallet,No,1342,No
CUST0321,Female,64,63,Month-to-Month,23,FiberOptic,Yes,Yes,CreditCard,No,1450,No
CUST0322,Male,46,38,Month-to-Month,101,DSL,No,Yes,BankTransfer,No,3757,Yes
CUST0323,Female,29,67,Month-to-Month,44,FiberOptic,No,Yes,EWallet,No,2964,No
CUST0324,Female,53,59,Month-to-Month,26,FiberOptic,No,Yes,EWallet,No,1607,No
CUST0325,Female,52,69,Month-to-Month,47,FiberOptic,No,Yes,BankTransfer,No,3259,No
CUST0326,Female,69,13,Two-Year,88,FiberOptic,No,No,CreditCard,No,1216,No
CUST0327,Male,29,47,Month-to-Month,86,FiberOptic,No,No,EWallet,No,3945,No
CUST0328,Male,24,61,Month-to-Month,114,No,Yes,No,Cash,No,6937,No
CUST0329,Female,46,31,Month-to-Month,39,FiberOptic,No,No,CreditCard,Yes,1256,Yes
CUST0330,Female,28,22,Month-to-Month,102,FiberOptic,Yes,No,BankTransfer,No,2282,Yes
CUST0331,Male,50,43,Two-Year,30,FiberOptic,No,No,BankTransfer,No,1303,No
CUST0332,Male,23,67,Month-to-Month,86,DSL,Yes,No,Cash,Yes,5726,No
CUST0333,Female,64,54,Month-to-Month,106,No,No,No,Cash,No,5769,No
CUST0334,Male,32,10,Month-to-Month,26,FiberOptic,Yes,No,Cash,No,326,Yes
CUST0335,Female,49,42,Month-to-Month,42,DSL,Yes,No,CreditCard,Yes,1707,Yes
CUST0336,Female,68,64,Month-to-Month,80,DSL,No,No,BankTransfer,No,5137,No
CUST0337,Male,28,21,Two-Year,90,FiberOptic,Yes,No,Cash,No,1889,No
CUST0338,Male,40,66,Two-Year,53,DSL,No,No,Cash,No,3415,No
CUST0339,Female,43,41,One-Year,38,DSL,Yes,No,BankTransfer,No,1632,Yes
CUST0340,Female,51,24,Month-to-Month,77,FiberOptic,No,No,EWallet,No,1906,Yes
CUST0341,Male,63,35,Two-Year,28,DSL,No,No,CreditCard,No,1007,No
CUST0342,Female,51,56,Month-to-Month,67,FiberOptic,No,No,EWallet,No,3818,No
CUST0343,Male,46,30,Month-to-Month,101,DSL,Yes,No,Cash,No,2967,No
CUST0344,Female,21,57,One-Year,60,DSL,No,Yes,CreditCard,No,3494,No
CUST0345,Male,34,47,Month-to-Month,67,FiberOptic,No,Yes,EWallet,No,3246,Yes
CUST0346,Male,52,35,Month-to-Month,64,FiberOptic,No,No,BankTransfer,No,2275,Yes
CUST0347,Male,30,19,One-Year,44,DSL,No,No,Cash,No,839,No
CUST0348,Female,58,8,Month-to-Month,97,DSL,No,Yes,CreditCard,No,868,No
CUST0349,Female,56,26,Month-to-Month,44,FiberOptic,Yes,No,CreditCard,No,1056,Yes
CUST0350,Male,32,71,Month-to-Month,38,DSL,Yes,No,CreditCard,No,2652,Yes
CUST0351,Female,46,30,Two-Year,58,DSL,Yes,No,CreditCard,No,1727,No
CUST0352,Male,46,7,Two-Year,98,DSL,Yes,Yes,Cash,No,670,No
CUST0353,Male,28,67,Two-Year,99,FiberOptic,Yes,Yes,Cash,No,6641,Yes
CUST0354,Female,69,65,Month-to-Month,46,FiberOptic,No,No,BankTransfer,No,2932,No
CUST0355,Female,49,36,Month-to-Month,93,FiberOptic,No,No,BankTransfer,No,3379,Yes
CUST0356,Male,19,25,Month-to-Month,82,FiberOptic,No,No,BankTransfer,No,2020,No
CUST0357,Female,64,37,Month-to-Month,87,FiberOptic,Yes,No,EWallet,No,3306,Yes
CUST0358,Female,31,1,Month-to-Month,38,FiberOptic,No,No,BankTransfer,No,-51,No
CUST0359,Male,37,15,Month-to-Month,47,FiberOptic,No,Yes,Cash,No,663,Yes
CUST0360,Male,39,37,Month-to-Month,104,DSL,No,No,EWallet,No,3929,Yes
CUST0361,Female,28,13,Two-Year,97,FiberOptic,Yes,No,Cash,No,1204,No
CUST0362,Male,44,8,Month-to-Month,52,FiberOptic,Yes,No,EWallet,No,331,No
CUST0363,Male,20,5,Month-to-Month,29,FiberOptic,Yes,No,BankTransfer,No,178,No
CUST0364,Female,34,60,Month-to-Month,102,DSL,No,No,BankTransfer,Yes,6033,No
CUST0365,Male,61,1,Two-Year,49,DSL,No,No,BankTransfer,No,63,Yes
CUST0366,Male,45,36,One-Year,41,FiberOptic,Yes,No,EWallet,Yes,1487,No
CUST0367,Female,46,35,Two-Year,22,FiberOptic,Yes,No,Cash,No,792,Yes
CUST0368,Female,38,66,Two-Year,101,FiberOptic,No,No,CreditCard,No,6623,Yes
CUST0369,Male,64,63,Month-to-Month,94,DSL,No,Yes,Cash,No,5980,No
CUST0370,Male,33,23,Month-to-Month,67,FiberOptic,No,No,BankTransfer,No,1609,No
CUST0371,Female,54,9,Month-to-Month,21,FiberOptic,No,Yes,EWallet,No,208,No
CUST0372,Female,37,34,Month-to-Month,95,FiberOptic,No,Yes,EWallet,Yes,3164,No
CUST0373,Female,23,46,Month-to-Month,73,FiberOptic,Yes,No,BankTransfer,No,3267,No
CUST0374,Female,36,4,Month-to-Month,25,FiberOptic,No,Yes,EWallet,Yes,80,Yes
CUST0375,Male,22,30,Two-Year,59,FiberOptic,No,Yes,BankTransfer,Yes,1827,No
CUST0376,Female,20,3,Two-Year,112,FiberOptic,No,No,Cash,Yes,279,No
CUST0377,Female,18,14,One-Year,113,No,Yes,No,EWallet,No,1664,No
CUST0378,Male,55,60,One-Year,21,DSL,No,No,CreditCard,No,1230,No
CUST0379,Female,32,45,One-Year,92,DSL,No,Yes,EWallet,No,4057,No
CUST0380,Male,51,34,Month-to-Month,21,No,No,Yes,BankTransfer,No,696,No
CUST0381,Female,52,45,Month-to-Month,112,FiberOptic,Yes,Yes,CreditCard,Yes,5018,Yes
CUST0382,Female,66,61,One-Year,116,FiberOptic,No,No,BankTransfer,No,7061,No
CUST0383,Female,42,16,One-Year,93,FiberOptic,No,Yes,EWallet,Yes,1554,Yes
CUST0384,Male,41,66,Month-to-Month,117,DSL,No,No,CreditCard,No,7663,Yes
CUST0385,Male,29,40,Two-Year,74,FiberOptic,No,No,CreditCard,Yes,3041,Yes
CUST0386,Female,35,17,Month-to-Month,91,FiberOptic,Yes,Yes,EWallet,No,1570,Yes
CUST0387,Male,32,34,Month-to-Month,79,DSL,Yes,No,CreditCard,No,2615,Yes
CUST0388,Male,61,16,One-Year,116,DSL,No,No,Cash,No,1775,Yes
CUST0389,Male,33,60,Month-to-Month,25,FiberOptic,No,No,CreditCard,No,1525,No
CUST0390,Male,44,66,Month-to-Month,38,DSL,No,Yes,CreditCard,No,2503,No
CUST0391,Male,25,66,Month-to-Month,115,FiberOptic,No,No,Cash,Yes,7614,Yes
CUST0392,Male,63,13,One-Year,46,DSL,No,No,BankTransfer,No,539,No
CUST0393,Female,42,56,Month-to-Month,20,FiberOptic,No,No,BankTransfer,No,1108,No
CUST0394,Female,34,31,One-Year,52,No,No,Yes,Cash,Yes,1598,Yes
CUST0395,Male,46,34,Month-to-Month,59,FiberOptic,No,No,CreditCard,No,1910,Yes
CUST0396,Female,25,39,Month-to-Month,51,FiberOptic,Yes,No,EWallet,Yes,1938,Yes
CUST0397,Female,32,67,Two-Year,88,FiberOptic,No,No,Cash,No,5836,Yes
CUST0398,Female,44,8,Month-to-Month,36,DSL,No,No,EWallet,No,281,No
CUST0399,Female,63,55,Two-Year,27,DSL,No,Yes,BankTransfer,No,1551,No
CUST0400,Male,67,27,Month-to-Month,76,No,No,Yes,Cash,No,2008,No
CUST0401,Female,69,53,Two-Year,61,FiberOptic,Yes,No,EWallet,Yes,3317,Yes
CUST0402,Female,24,39,Month-to-Month,117,FiberOptic,No,Yes,CreditCard,No,4627,No
CUST0403,Male,20,65,Month-to-Month,28,DSL,No,No,Cash,No,1854,No
CUST0404,Male,46,17,Month-to-Month,106,DSL,No,Yes,EWallet,No,1834,Yes
CUST0405,Female,61,30,Month-to-Month,54,DSL,Yes,No,Cash,No,1570,Yes
CUST0406,Female,41,53,One-Year,90,FiberOptic,Yes,No,Cash,No,4775,Yes
CUST0407,Female,20,13,Month-to-Month,98,FiberOptic,No,No,BankTransfer,No,1309,No
CUST0408,Female,37,21,Month-to-Month,72,FiberOptic,No,No,BankTransfer,No,1595,Yes
CUST0409,Female,63,19,Month-to-Month,73,FiberOptic,No,No,CreditCard,Yes,1297,Yes
CUST0410,Female,32,53,Month-to-Month,103,DSL,Yes,No,BankTransfer,No,5508,Yes
CUST0411,Male,42,19,One-Year,44,DSL,No,Yes,BankTransfer,Yes,833,Yes
CUST0412,Female,47,57,Month-to-Month,86,DSL,Yes,No,BankTransfer,No,4900,Yes
CUST0413,Female,31,25,One-Year,81,FiberOptic,Yes,No,EWallet,No,2063,No
CUST0414,Male,24,31,One-Year,74,DSL,No,Yes,Cash,No,2381,Yes
CUST0415,Male,34,55,Two-Year,65,No,No,No,BankTransfer,Yes,3570,No
CUST0416,Male,61,23,Month-to-Month,43,DSL,Yes,Yes,EWallet,No,994,No
CUST0417,Male,37,32,One-Year,117,No,Yes,No,Cash,No,3786,No
CUST0418,Female,53,62,Two-Year,65,FiberOptic,Yes,Yes,BankTransfer,Yes,4095,No
CUST0419,Female,26,10,One-Year,41,No,No,No,BankTransfer,No,310,No
CUST0420,Female,55,54,Month-to-Month,30,FiberOptic,No,Yes,Cash,No,1565,No
CUST0421,Female,65,52,One-Year,67,No,No,No,EWallet,Yes,3471,No
CUST0422,Female,39,20,One-Year,27,DSL,No,No,EWallet,No,610,No
CUST0423,Female,19,32,One-Year,58,FiberOptic,No,No,CreditCard,No,1777,Yes
CUST0424,Male,41,14,Month-to-Month,54,No,Yes,No,Cash,No,658,No
CUST0425,Female,25,50,Month-to-Month,68,DSL,No,No,CreditCard,No,3441,No
CUST0426,Male,28,28,Two-Year,65,DSL,No,Yes,EWallet,No,1849,No
CUST0427,Male,30,53,Month-to-Month,57,FiberOptic,Yes,No,BankTransfer,No,2981,Yes
CUST0428,Female,34,24,One-Year,27,No,Yes,Yes,CreditCard,No,707,No
CUST0429,Male,25,22,Month-to-Month,73,FiberOptic,Yes,Yes,EWallet,No,1543,No
CUST0430,Female,38,30,Month-to-Month,56,FiberOptic,Yes,No,EWallet,No,1625,Yes
CUST0431,Male,35,63,Month-to-Month,110,DSL,No,Yes,BankTransfer,Yes,6999,No
CUST0432,Female,47,4,Month-to-Month,111,DSL,No,No,Cash,Yes,477,Yes
CUST0433,Male,35,59,Two-Year,59,FiberOptic,No,No,EWallet,No,3421,Yes
CUST0434,Female,63,8,Two-Year,53,DSL,No,No,CreditCard,No,476,No
CUST0435,Female,64,12,One-Year,115,FiberOptic,No,No,BankTransfer,Yes,1418,No
CUST0436,Female,48,31,Month-to-Month,98,No,No,No,Cash,Yes,3047,Yes
CUST0437,Female,55,34,One-Year,36,DSL,Yes,No,Cash,No,1164,No
CUST0438,Female,49,49,One-Year,52,FiberOptic,No,No,Cash,No,2646,No
CUST0439,Male,28,57,Month-to-Month,66,DSL,No,Yes,EWallet,No,3718,Yes
CUST0440,Male,62,26,Month-to-Month,71,FiberOptic,Yes,No,Cash,No,1919,Yes
CUST0441,Male,42,18,One-Year,99,DSL,Yes,No,EWallet,No,1804,No
CUST0442,Female,50,38,One-Year,112,FiberOptic,No,No,BankTransfer,No,4241,No
CUST0443,Male,55,50,Two-Year,28,DSL,No,No,BankTransfer,No,1475,No
CUST0444,Female,58,8,Month-to-Month,52,FiberOptic,Yes,No,Cash,Yes,378,No
CUST0445,Female,25,41,One-Year,79,FiberOptic,No,Yes,BankTransfer,No,3177,No
CUST0446,Male,28,6,Month-to-Month,112,DSL,No,Yes,CreditCard,No,709,Yes
CUST0447,Male,39,69,Month-to-Month,96,FiberOptic,No,Yes,CreditCard,No,6721,Yes
CUST0448,Female,68,44,Month-to-Month,40,DSL,Yes,Yes,EWallet,Yes,1852,Yes
CUST0449,Male,41,64,Month-to-Month,77,FiberOptic,No,Yes,Cash,No,5014,No
CUST0450,Female,58,29,Month-to-Month,104,DSL,No,No,EWallet,No,3079,No
CUST0451,Female,34,28,Month-to-Month,88,FiberOptic,Yes,No,BankTransfer,Yes,2390,No
CUST0452,Female,29,11,One-Year,29,DSL,No,No,Cash,No,401,No
CUST0453,Female,63,65,One-Year,25,FiberOptic,No,Yes,EWallet,No,1722,No
CUST0454,Female,49,19,Month-to-Month,32,DSL,Yes,No,Cash,No,588,No
CUST0455,Male,32,9,Two-Year,84,FiberOptic,Yes,No,Cash,No,836,No
CUST0456,Male,33,27,Month-to-Month,39,DSL,Yes,No,EWallet,No,1059,No
CUST0457,Female,39,34,Month-to-Month,76,FiberOptic,No,No,Cash,No,2671,Yes
CUST0458,Female,45,44,One-Year,65,FiberOptic,Yes,No,BankTransfer,No,2948,No
CUST0459,Male,37,68,Month-to-Month,27,DSL,No,No,CreditCard,Yes,1771,Yes
CUST0460,Male,50,15,Month-to-Month,29,FiberOptic,No,No,CreditCard,No,419,Yes
CUST0461,Female,27,51,Month-to-Month,92,DSL,Yes,Yes,Cash,No,4746,No
CUST0462,Male,57,13,Month-to-Month,86,DSL,No,No,CreditCard,Yes,1186,No
CUST0463,Female,49,49,Two-Year,30,FiberOptic,No,Yes,Cash,No,1397,No
CUST0464,Male,67,70,Month-to-Month,31,FiberOptic,No,No,EWallet,No,2085,No
CUST0465,Female,50,56,Month-to-Month,29,FiberOptic,Yes,No,BankTransfer,No,1558,Yes
CUST0466,Male,19,51,Month-to-Month,44,DSL,No,Yes,CreditCard,No,2307,No
CUST0467,Female,50,37,One-Year,68,DSL,No,Yes,EWallet,No,2599,No
CUST0468,Male,50,17,Month-to-Month,68,DSL,No,Yes,BankTransfer,Yes,1154,No
CUST0469,Male,58,58,One-Year,108,FiberOptic,Yes,Yes,CreditCard,Yes,6310,No
CUST0470,Female,30,29,Month-to-Month,30,FiberOptic,No,Yes,CreditCard,No,954,No
CUST0471,Male,47,33,Month-to-Month,81,FiberOptic,No,Yes,BankTransfer,No,2694,Yes
CUST0472,Female,50,60,Month-to-Month,55,DSL,Yes,Yes,EWallet,No,3360,Yes
CUST0473,Male,30,55,Month-to-Month,58,DSL,No,Yes,EWallet,No,3112,No
CUST0474,Female,69,10,Month-to-Month,72,DSL,No,No,CreditCard,No,738,No
CUST0475,Male,43,47,Month-to-Month,109,DSL,No,No,BankTransfer,No,5085,No
CUST0476,Female,39,23,Two-Year,97,DSL,No,Yes,EWallet,No,2200,No
CUST0477,Male,56,21,Month-to-Month,75,FiberOptic,No,No,BankTransfer,Yes,1624,Yes
CUST0478,Female,19,13,One-Year,20,FiberOptic,No,No,BankTransfer,No,354,Yes
CUST0479,Male,55,33,Month-to-Month,75,FiberOptic,No,No,CreditCard,No,2454,No
CUST0480,Female,56,24,Month-to-Month,23,FiberOptic,No,Yes,BankTransfer,No,510,No
CUST0481,Female,43,11,Month-to-Month,49,DSL,No,No,BankTransfer,No,591,Yes
CUST0482,Female,63,17,Two-Year,31,FiberOptic,No,No,Cash,No,443,No
CUST0483,Male,67,68,Month-to-Month,54,DSL,No,No,BankTransfer,No,3610,No
CUST0484,Female,32,47,Month-to-Month,96,No,No,No,EWallet,No,4488,No
CUST0485,Male,51,25,Month-to-Month,71,FiberOptic,No,No,CreditCard,No,1766,Yes
CUST0486,Female,59,21,Month-to-Month,50,DSL,Yes,No,CreditCard,No,1116,Yes
CUST0487,Male,61,12,Month-to-Month,106,No,Yes,No,BankTransfer,No,1195,Yes
CUST0488,Female,66,37,Month-to-Month,87,DSL,No,No,BankTransfer,Yes,3284,Yes
CUST0489,Male,57,42,Month-to-Month,71,FiberOptic,Yes,No,EWallet,No,2969,No
CUST0490,Male,28,17,Month-to-Month,99,FiberOptic,Yes,No,Cash,No,1767,No
CUST0491,Female,20,48,One-Year,26,DSL,No,Yes,CreditCard,No,1191,No
CUST0492,Male,23,28,Month-to-Month,41,FiberOptic,Yes,No,Cash,No,1083,No
CUST0493,Male,26,41,Month-to-Month,112,FiberOptic,Yes,Yes,EWallet,No,4590,Yes
CUST0494,Female,23,47,Month-to-Month,94,FiberOptic,No,No,CreditCard,No,4387,No
CUST0495,Male,26,18,One-Year,75,DSL,No,No,EWallet,No,1371,No
CUST0496,Male,56,71,Month-to-Month,116,No,No,Yes,BankTransfer,No,8259,No
CUST0497,Male,48,13,Month-to-Month,77,DSL,No,No,EWallet,Yes,980,Yes
CUST0498,Female,49,13,Month-to-Month,112,DSL,No,Yes,BankTransfer,No,1400,No
CUST0499,Male,58,31,Month-to-Month,83,DSL,No,No,Cash,No,2626,No
CUST0500,Female,67,2,Month-to-Month,31,DSL,No,Yes,CreditCard,No,100,Yes
CUST0501,Male,29,16,One-Year,26,DSL,Yes,No,CreditCard,No,495,No
CUST0502,Male,25,9,Two-Year,74,No,Yes,No,Cash,No,718,No
CUST0503,Male,25,38,One-Year,81,DSL,No,No,BankTransfer,Yes,3008,No
CUST0504,Female,67,54,Month-to-Month,109,DSL,No,No,CreditCard,Yes,5870,Yes
CUST0505,Male,45,56,Month-to-Month,92,DSL,No,Yes,EWallet,No,5096,Yes
CUST0506,Male,37,45,Month-to-Month,117,FiberOptic,No,No,BankTransfer,No,5279,Yes
CUST0507,Female,64,34,Month-to-Month,96,FiberOptic,No,Yes,CreditCard,No,3230,No
CUST0508,Male,24,9,Month-to-Month,74,DSL,No,Yes,EWallet,No,641,No
CUST0509,Female,28,8,One-Year,55,DSL,No,Yes,EWallet,No,379,Yes
CUST0510,Female,37,7,Month-to-Month,108,DSL,Yes,No,CreditCard,No,829,No
CUST0511,Male,33,36,Month-to-Month,43,DSL,No,No,Cash,No,1629,No
CUST0512,Female,21,18,Month-to-Month,63,DSL,Yes,Yes,Cash,No,1074,Yes
CUST0513,Male,23,3,Month-to-Month,36,FiberOptic,No,Yes,CreditCard,No,127,No
CUST0514,Female,39,28,Month-to-Month,21,DSL,No,Yes,EWallet,No,568,Yes
CUST0515,Female,43,70,Two-Year,32,FiberOptic,No,No,Cash,No,2177,No
CUST0516,Male,20,44,Month-to-Month,50,DSL,No,No,Cash,No,2199,No
CUST0517,Female,58,21,One-Year,112,No,No,Yes,Cash,No,2415,No
CUST0518,Female,59,28,One-Year,47,No,No,No,BankTransfer,Yes,1387,No
CUST0519,Female,31,54,One-Year,79,FiberOptic,No,No,Cash,No,4222,No
CUST0520,Female,28,54,Month-to-Month,46,DSL,No,No,CreditCard,No,2449,No
CUST0521,Female,35,65,Month-to-Month,34,DSL,No,No,CreditCard,Yes,2139,Yes
CUST0522,Male,29,21,Month-to-Month,114,FiberOptic,No,No,BankTransfer,No,2303,No
CUST0523,Female,40,13,One-Year,98,FiberOptic,Yes,No,BankTransfer,No,1234,No
CUST0524,Male,29,57,Month-to-Month,52,FiberOptic,No,No,CreditCard,No,3054,Yes
CUST0525,Female,30,49,Two-Year,39,FiberOptic,No,Yes,BankTransfer,Yes,1846,No
CUST0526,Male,42,54,Month-to-Month,61,No,No,No,Cash,No,3247,Yes
CUST0527,Male,62,10,Month-to-Month,31,DSL,No,No,EWallet,No,306,No
CUST0528,Female,68,53,Month-to-Month,92,FiberOptic,No,Yes,EWallet,No,4968,No
CUST0529,Female,36,44,Month-to-Month,42,DSL,No,Yes,EWallet,No,1751,No
CUST0530,Female,63,47,Month-to-Month,91,DSL,No,No,CreditCard,No,4359,No
CUST0531,Male,53,53,One-Year,115,FiberOptic,No,No,BankTransfer,No,6048,No
CUST0532,Female,62,46,One-Year,33,DSL,Yes,No,EWallet,No,1528,No
CUST0533,Male,25,13,Two-Year,110,FiberOptic,No,No,Cash,No,1420,No
CUST0534,Male,46,37,Two-Year,44,DSL,Yes,No,Cash,No,1616,Yes
CUST0535,Male,49,24,Two-Year,96,FiberOptic,Yes,Yes,Cash,No,2267,Yes
CUST0536,Female,68,2,Month-to-Month,104,FiberOptic,No,No,BankTransfer,No,226,No
CUST0537,Female,61,14,One-Year,50,FiberOptic,Yes,No,EWallet,No,691,Yes
CUST0538,Male,35,10,Month-to-Month,73,DSL,No,Yes,Cash,Yes,779,No
CUST0539,Male,23,35,Month-to-Month,24,FiberOptic,No,Yes,BankTransfer,No,892,No
CUST0540,Female,35,25,One-Year,32,FiberOptic,No,Yes,Cash,No,780,No
CUST0541,Male,36,3,Month-to-Month,47,FiberOptic,No,No,EWallet,No,99,No
CUST0542,Female,39,17,Month-to-Month,62,DSL,Yes,No,EWallet,No,1138,Yes
CUST0543,Male,54,12,Month-to-Month,108,FiberOptic,No,No,EWallet,No,1377,No
CUST0544,Female,49,54,Month-to-Month,118,FiberOptic,Yes,No,EWallet,No,6315,No
CUST0545,Male,58,24,Two-Year,66,FiberOptic,No,Yes,EWallet,No,1663,Yes
CUST0546,Female,20,29,Month-to-Month,90,FiberOptic,No,No,Cash,No,2585,No
CUST0547,Male,45,43,Month-to-Month,57,FiberOptic,No,No,EWallet,No,2494,No
CUST0548,Female,27,25,Month-to-Month,115,DSL,No,No,Cash,No,2875,Yes
CUST0549,Female,68,60,Month-to-Month,86,DSL,No,No,EWallet,No,5184,No
CUST0550,Male,52,65,Two-Year,81,DSL,No,Yes,Cash,No,5180,No
CUST0551,Male,46,28,Month-to-Month,58,FiberOptic,No,No,EWallet,No,1578,No
CUST0552,Female,32,16,Month-to-Month,56,FiberOptic,Yes,No,Cash,No,984,Yes
CUST0553,Male,50,47,One-Year,105,DSL,No,No,EWallet,Yes,4929,No
CUST0554,Female,24,58,Two-Year,27,FiberOptic,No,No,BankTransfer,No,1544,No
CUST0555,Male,29,27,One-Year,100,FiberOptic,No,Yes,Cash,No,2676,No
CUST0556,Female,66,53,Two-Year,71,FiberOptic,Yes,No,BankTransfer,No,3702,No
CUST0557,Female,47,42,Month-to-Month,110,DSL,No,No,Cash,No,4540,No
CUST0558,Female,38,59,Month-to-Month,52,DSL,No,No,Cash,No,3033,Yes
CUST0559,Female,48,47,Month-to-Month,100,DSL,Yes,No,Cash,No,4735,No
CUST0560,Female,41,34,Two-Year,61,DSL,No,No,CreditCard,No,2172,Yes
CUST0561,Female,37,37,Month-to-Month,95,DSL,No,Yes,EWallet,No,3424,Yes
CUST0562,Male,54,6,Month-to-Month,46,DSL,No,No,BankTransfer,Yes,360,Yes
CUST0563,Male,21,7,Month-to-Month,27,FiberOptic,No,No,BankTransfer,No,220,No
CUST0564,Male,45,25,Month-to-Month,42,DSL,No,No,Cash,No,992,No
CUST0565,Female,61,33,Month-to-Month,83,No,Yes,Yes,BankTransfer,Yes,2743,Yes
CUST0566,Female,37,55,Two-Year,112,DSL,No,Yes,BankTransfer,No,6122,No
CUST0567,Female,41,58,Month-to-Month,39,DSL,Yes,Yes,BankTransfer,No,2332,Yes
CUST0568,Female,67,7,One-Year,35,DSL,No,No,BankTransfer,Yes,339,No
CUST0569,Male,66,57,One-Year,36,DSL,Yes,No,CreditCard,No,2033,No
CUST0570,Male,68,12,Month-to-Month,99,FiberOptic,Yes,No,Cash,Yes,1138,Yes
CUST0571,Female,49,16,Month-to-Month,38,DSL,No,No,BankTransfer,No,563,No
CUST0572,Male,58,43,Month-to-Month,27,No,Yes,No,CreditCard,No,1231,No
CUST0573,Male,53,7,Month-to-Month,57,FiberOptic,Yes,No,CreditCard,No,450,Yes
CUST0574,Female,51,51,One-Year,57,FiberOptic,No,No,Cash,No,2840,Yes
CUST0575,Male,53,32,Month-to-Month,72,FiberOptic,Yes,No,EWallet,No,2262,Yes
CUST0576,Female,19,8,Month-to-Month,112,FiberOptic,Yes,No,EWallet,Yes,925,Yes
CUST0577,Male,32,45,Month-to-Month,119,DSL,No,No,EWallet,No,5384,No
CUST0578,Female,51,59,Two-Year,109,FiberOptic,No,No,BankTransfer,No,6468,No
CUST0579,Female,53,4,Two-Year,50,DSL,No,No,Cash,Yes,250,Yes
CUST0580,Female,23,67,Two-Year,63,DSL,No,No,EWallet,No,4263,No
CUST0581,Female,56,29,One-Year,79,FiberOptic,No,Yes,BankTransfer,No,2308,Yes
CUST0582,Male,59,29,Month-to-Month,95,FiberOptic,No,Yes,Cash,No,2782,Yes
CUST0583,Female,68,28,One-Year,36,FiberOptic,No,Yes,BankTransfer,No,924,No
CUST0584,Female,68,44,Month-to-Month,98,DSL,Yes,No,EWallet,No,4293,No
CUST0585,Female,29,4,One-Year,92,FiberOptic,No,Yes,EWallet,No,281,No
CUST0586,Male,20,9,One-Year,58,DSL,No,Yes,CreditCard,No,502,No
CUST0587,Female,62,5,Month-to-Month,61,DSL,No,Yes,CreditCard,Yes,327,No
CUST0588,Male,35,56,One-Year,67,DSL,Yes,No,Cash,No,3667,Yes
CUST0589,Female,57,50,Two-Year,31,FiberOptic,Yes,No,BankTransfer,No,1481,No
CUST0590,Male,38,15,Month-to-Month,115,DSL,No,No,BankTransfer,No,1647,No
CUST0591,Male,32,32,Two-Year,108,FiberOptic,Yes,Yes,EWallet,No,3457,No
CUST0592,Female,50,28,Month-to-Month,37,FiberOptic,No,Yes,EWallet,Yes,1097,No
CUST0593,Male,52,22,Month-to-Month,98,FiberOptic,No,No,Cash,No,2153,Yes
CUST0594,Female,43,17,Month-to-Month,115,FiberOptic,No,No,CreditCard,Yes,1998,Yes
CUST0595,Female,25,59,Month-to-Month,25,FiberOptic,Yes,Yes,EWallet,Yes,1536,Yes
CUST0596,Female,53,71,Two-Year,62,FiberOptic,No,Yes,BankTransfer,No,4405,Yes
CUST0597,Male,65,57,Two-Year,54,FiberOptic,No,No,EWallet,Yes,3103,No
CUST0598,Male,47,26,One-Year,117,DSL,No,No,CreditCard,Yes,3140,No
CUST0599,Female,40,25,Month-to-Month,73,FiberOptic,Yes,Yes,BankTransfer,No,1885,No
CUST0600,Female,59,10,Two-Year,81,FiberOptic,Yes,Yes,CreditCard,Yes,777,No
CUST0601,Male,61,45,Month-to-Month,88,DSL,No,No,Cash,Yes,4030,No
CUST0602,Female,31,11,Two-Year,101,DSL,Yes,No,Cash,Yes,1074,No
